Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,ECS,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,2.086192543,2.587879697,2.64422459,3.027012964,3.993261331,4.339955811,5.00113083,5.362319312,5.725524589,6.590830609,8.83050634,9.619056411,10.96741886,13.35355922,15.36089517,16.27943306,16.25824185,17.05806413,17.60357503,22.17720861,22.75471848,23.50642042,24.79122331,24.55955347,24.86600337,26.04284365,26.22428069,25.60317439,25.76967142,25.33714544,25.70633082,25.90775268,25.60483945,25.27546662,24.7270697,24.3079607,23.05864164,22.87302684,23.02235878,22.6574604,22.64774038,22.00078272,21.81867479,22.37034019,16.0801853,,,,,
Ecuador,ECU,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
"Egypt, Arab Rep.",EGY,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Euro area,EMU,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0.041654302,0.078231038,0.140972197,0.201689964,0.665598313,0.909368498,1.044917973,1.274758567,1.278524067,1.836913548,2.047328145,2.517595827,3.509424358,3.753769289,4.160332517,6.1483661,6.213864672,7.467875928,8.569837129,9.5954484,11.4084032,16.2633426,17.76611182,20.89910025,26.26125805,30.51759713,32.3303559,32.41781158,33.59243009,34.73560653,35.4995608,35.47745588,36.34200805,37.69817371,36.11514275,36.41334423,36.93655195,37.06847371,35.73814759,35.88857815,35.85755309,35.58923537,35.66450283,34.73379984,34.30730284,33.78918698,33.27461803,31.36909847,31.56990287,31.06791269,30.66085386,30.53137035,29.21658411,29.05278782,30.09943985,29.04817842,,,,,
Eritrea,ERI,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Spain,ESP,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0,0,0,0,0,0,0,0,0.181179193,1.593127835,1.639344262,4.096776813,6.995509092,8.650541898,9.020180828,9.189018003,8.46546025,7.038591419,7.782231809,6.399052558,4.747953784,8.698498127,7.72734481,9.240063097,19.54684775,22.32500378,29.21202857,31.12302611,36.41545922,38.12907609,35.89011018,35.91493321,35.59795788,36.06559486,34.37682565,33.48812773,32.49214086,29.23546237,30.50436419,28.59155545,28.15757669,27.3346291,26.26575024,24.04658917,22.9913393,19.87907893,20.34156342,18.25575886,18.96372091,18.07694548,20.77969965,19.79810176,20.91228882,20.15527012,20.84204707,20.61866432,,,,,
Estonia,EST,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Ethiopia,ETH,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
European Union,EUU,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0.031040361,0.058165582,0.104943828,0.151187109,0.498018676,0.682169105,0.786593232,0.956872805,0.957148855,1.381250843,1.564864197,1.925342298,2.786191264,3.022449379,3.394884302,5.654875038,6.064905662,7.241884414,8.233095001,8.863022337,10.47372259,14.96462058,16.21499442,18.73351379,23.19341311,26.82928402,28.80531378,29.0289491,30.39413256,31.23473219,32.27662006,32.59605346,32.87139172,33.81241769,33.15220525,33.13092762,33.61221262,33.76471894,32.85037237,33.10829219,32.67972366,32.83053544,33.10700593,32.32026769,32.26305055,31.64034464,31.07237067,29.49361875,29.78487387,29.27049783,28.90236172,28.84252434,27.95115748,27.97017664,28.77238146,26.48026534,,,,,
Fragile and conflict affected situations,FCS,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138271061,1.01861158,0.68439586,0.640205565,0.81404236,0.749808839,0.706544732,0.766485163,0.672016245,0.682342061,0.80412059,0.743618641,0.704156555,0.65250886,0.651459751,0.608504405,0.610620213,0.550538653,0.538459028,0.536656874,,,,,,
Finland,FIN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.03673938,9.134669204,17.18013404,17.23317054,35.84785744,40.7431694,41.99350665,41.66096231,38.33574704,38.68590915,36.78888431,36.29310665,35.47206273,35.33847031,33.64777705,33.36509311,32.62659834,29.6003413,30.00858905,28.07432286,30.20411703,31.1442701,33.07657975,32.12387104,30.5735306,29.74451337,26.95609895,26.46164599,32.97016236,27.82826319,28.83008185,29.64924062,32.64371644,28.26189355,31.54650957,32.64688756,33.12797339,34.62860164,33.89798388,,,,,
Fiji,FJI,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,FRA,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0.194513649,0.339241901,0.542717489,0.505094299,0.663351597,0.9922916,1.449288441,2.499016135,2.870793991,3.604887984,3.889744044,5.990413798,8.5233147,8.076906218,7.864723544,9.848133237,7.664543834,8.546448087,13.47940481,16.61752658,23.80454553,38.21282154,39.1136504,48.84259494,59.26924591,65.42034249,70.48642023,70.53410618,70.60440968,75.31732146,75.28325811,73.36828959,73.57324064,78.39558483,75.85046556,76.79768567,78.03833765,78.94266181,76.48649821,75.6362269,77.57369428,77.221128,78.89023355,78.55153303,78.81714758,79.04781079,79.05965945,77.99922662,77.25834297,77.21209129,75.94052651,79.5116603,75.96277983,74.70448631,78.23558829,77.62780083,,,,,
Faroe Islands,FRO,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
United Kingdom,GBR,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1.602905988,1.737735325,2.299703264,3.652064148,4.45826825,7.7335786,10.02037084,11.21523696,11.76460019,12.24248742,10.48811761,10.7712038,11.18024714,9.950880036,12.34095198,11.20351564,13.13394774,14.20544493,12.99439367,12.82726984,13.03300935,13.72223045,16.18545621,18.11827976,19.25098789,20.72991561,19.73543118,18.31231518,20.69032977,22.94203246,20.6917279,21.95194055,24.05134243,27.77827864,27.16168652,26.75697542,27.1020546,28.1075663,27.55241928,26.04599589,22.72133556,23.56211817,22.84169061,22.42580867,20.44556556,20.6405244,19.17774445,16.03884256,13.63874958,18.52140745,16.41839156,18.95612172,19.55754204,19.86283065,19.01262478,20.91385318,,,,,
Georgia,GEO,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Ghana,GHA,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Gibraltar,GIB,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Guinea,GIN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gambia, The",GMB,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Grenada,GRD,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Guam,GUM,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High income,HIC,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0.168730109,0.253709997,0.339768936,0.505727437,0.654546879,0.964491991,1.225424571,1.379130091,1.603750432,1.750850399,1.997162603,2.670738017,3.374286641,4.163374164,5.290750502,7.185553807,7.720561837,9.22194514,10.35670468,10.29933266,10.9049742,12.6959878,13.73635716,14.97375513,17.10226339,19.63801138,21.04896175,21.78599785,22.57669979,22.05245092,22.66326559,23.3275112,23.34813184,23.55318584,23.68360098,23.86023402,23.86068319,23.17312026,23.19075471,23.43551352,22.88128541,23.39894056,22.78149097,22.00958877,22.37695615,22.02102596,21.92865472,20.79868384,20.77479785,21.14199378,20.55190893,18.87013566,17.64752697,17.66406085,17.82528723,17.26861522,,,,,
"Hong Kong SAR, China",HKG,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Honduras,HND,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Heavily indebted poor countries (HIPC),HPC,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Croatia,HRV,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Haiti,HTI,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Hungary,HUN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.58898798,14.31775843,24.18271384,26.45381984,36.9289724,45.99254267,46.95919678,48.28738219,45.80983213,44.07132713,41.91402096,41.91854394,41.23111294,40.41037333,39.46097127,37.50739446,37.25946289,40.29439345,38.79170671,38.59003789,32.25362425,35.34769194,38.69001007,37.53869322,36.72922923,37.02186134,42.95978612,42.17441332,43.54646159,45.59838314,50.73611936,53.24237888,52.18508997,,,,,
IBRD only,IBD,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,0.112790791,0.098240365,0.190490993,0.312324002,0.523503123,0.680702843,0.572205626,0.617601275,0.581442886,0.530040395,0.658107372,0.607754648,0.751009465,0.971595744,1.10267469,1.002125438,0.915951765,1.07478696,0.98609058,5.992226513,5.857489906,5.746893491,5.669267754,5.297774887,5.380623775,5.731753479,5.709426879,5.420161674,5.51361942,5.616713827,5.718990329,5.70347423,5.712859632,5.374178094,5.141824145,4.944464405,4.673813736,4.626793921,4.477991795,4.302935337,4.269490067,4.211314225,4.06681441,4.205483642,0.091666131,,,,,
IDA & IBRD total,IBT,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,0.115843323,0.101070443,0.202196538,0.325770005,0.530714281,0.675745081,0.560782937,0.593827983,0.551841531,0.49986409,0.626245323,0.579445014,0.716943958,0.929624083,1.05190643,0.958794236,0.878964938,1.019721411,0.930227082,5.645412576,5.521847303,5.421741378,5.35186862,4.999914821,5.077565052,5.409273501,5.391842607,5.116389144,5.204010541,5.33329444,5.429210688,5.4033776,5.423304764,5.115450891,4.893086158,4.709092232,4.473085442,4.419374435,4.290089079,4.130838177,4.120119864,4.060801419,3.928249812,4.059779954,0.087633986,,,,,
IDA total,IDA,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,0.17135741,0.149422956,0.397328421,0.538788085,0.648459744,0.60280383,0.385661017,0.205894604,0.083872548,0.001546114,0.108963722,0.124143737,0.150984119,0.206881281,0.200991836,0.233130726,0.256345247,0.117431796,0.013139533,0.119702683,0.154283913,0.231052656,0.196798585,0.196830736,0.179000974,0.125263021,0.132824766,0.097918229,0.131084693,0.630694518,0.686361076,0.494639779,0.485733047,0.715261575,0.603722738,0.530402034,0.707945383,0.373310483,0.645503152,0.719560048,1.074001573,0.913444872,0.98823896,0.955589578,,,,,,
IDA blend,IDB,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,0.364381974,0.336414898,0.870776013,1.257417481,1.43809085,1.351949013,0.892079913,0.463263824,0.18286943,0.003501565,0.244913119,0.277227543,0.322529011,0.429075303,0.420876146,0.481435647,0.50633894,0.226524518,0.02527269,0.229358612,0.297256204,0.4339733,0.372921168,0.375975374,0.344390346,0.245913725,0.258984999,0.194114786,0.270616355,1.333477282,1.452734178,1.026792554,1.009025904,1.502266876,1.288556067,1.149370314,1.584726904,0.855474794,1.505384654,1.692531899,2.556278401,2.184020682,2.307408529,2.232611877,,,,,,
Indonesia,IDN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
IDA only,IDX,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Isle of Man,IMN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,1.792600627,1.606727551,3.291389637,2.876966014,3.056118055,3.401139988,2.296619764,2.515232137,2.55005717,2.492338613,2.282929041,1.429157066,2.333739182,2.370826328,2.677256752,2.462114712,2.269183274,2.38089391,1.701506155,2.097823265,1.730586113,1.99477432,1.495933157,1.445192458,1.884057971,2.047486519,2.133164649,2.366645426,2.427579383,2.966887138,3.311111905,3.176074771,2.731866812,2.487021028,2.420716098,2.429877072,2.058980309,1.759522841,2.031610091,2.681802217,3.00473879,2.926497419,2.874003318,2.790639431,,,,,,
Not classified,INX,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
"Iran, Islamic Rep.",IRN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136220486,0.726376064,1.73224506,1.628497245,,,,,,
Iraq,IRQ,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Iceland,ISL,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Israel,ISR,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Italy,ITA,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0,0,0,0.454763045,3.146747749,4.249703368,4.321415787,3.275826232,2.495858,1.531766595,2.726273863,2.715461588,2.708112387,2.183217988,2.314155028,2.606703343,2.353152062,2.052037488,2.557778176,1.468164627,1.203440269,1.512679236,3.742039092,3.21083344,3.833864036,3.85432157,4.636438233,0.08774938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Jamaica,JAM,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Jordan,JOR,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Japan,JPN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0,0,0,0,0,0,0.279264603,0.246153846,0.367714653,0.349705929,1.296505073,2.08931836,2.231618511,2.085790965,4.310729666,5.310200234,6.721802316,5.980493831,10.63391493,12.02600198,14.42559442,15.13417753,17.69958909,18.602293,20.86921921,23.9268541,25.07867633,26.33311408,23.88058305,23.04050095,23.18152281,23.69326841,24.68432028,27.27229956,27.61648907,29.13073092,29.6545762,30.62836821,31.73279914,29.64727518,29.59758917,29.85069891,27.02754191,22.20327851,25.44655487,26.98463296,26.84276037,22.87438388,23.4420791,26.18477324,25.281914,9.471487621,1.508472202,0.878001822,0,0.911553166,,,,,
Kazakhstan,KAZ,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Kenya,KEN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Kyrgyz Republic,KGZ,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Cambodia,KHM,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Kiribati,KIR,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
